BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Assay types,Center name,Instruments,Library layouts,Library sources,Organism,Host,Platform,Geo. loc. name,Collection date
PRJDB9195,SAMD00206651,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,"Papua New Guinea:Benabena, Eastern Highlands Province",2008-05
PRJDB9195,SAMD00206652,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,"Papua New Guinea:Henganofi Border, Eastern Highlands Province",2008-05
PRJDB9195,SAMD00206653,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,"Papua New Guinea:Amayufa, Eastern Highlands Province",2014-05
PRJDB9195,SAMD00206654,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,"Papua New Guinea:Benabena, Eastern Highlands Province",2014-05
PRJDB9195,SAMD00206655,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,Papua New Guinea:Windy Lodge,2014-06
PRJDB9195,SAMD00206656,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,Papua New Guinea:Donakanage,2014-06
PRJDB9195,SAMD00206657,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa jacobsoni,Apis mellifera,Illumina HiSeq 4000,Papua New Guinea:Minj,2014-06
PRJDB9195,SAMD00207118,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-02
PRJDB9195,SAMD00207119,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-02
PRJDB9195,SAMD00207120,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-02
PRJDB9195,SAMD00207121,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-02
PRJDB9195,SAMD00207122,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-02
PRJDB9195,SAMD00207123,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-02
PRJDB9195,SAMD00207124,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-05
PRJDB9195,SAMD00207125,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-05
PRJDB9195,SAMD00207126,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-05
PRJDB9195,SAMD00207127,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-05
PRJDB9195,SAMD00207128,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-05
PRJDB9195,SAMD00207129,1,0,WGS,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",Illumina HiSeq 4000,PAIRED,GENOMIC,Varroa destructor,Apis mellifera,Illumina HiSeq 4000,Japan:Okinawa,2018-05
PRJEB3411,SAMEA2073458,1,0,AMPLICON,School of Life Sciences,Illumina HiSeq 2000,PAIRED,VIRAL_RNA,Deformed wing virus,Apis mellifera,Illumina HiSeq 2000,,
PRJEB3411,SAMEA2073654,1,0,AMPLICON,School of Life Sciences,Illumina HiSeq 2000,PAIRED,VIRAL_RNA,Deformed wing virus,Apis mellifera,Illumina HiSeq 2000,,
PRJEB3411,SAMEA2073655,1,0,AMPLICON,School of Life Sciences,Illumina HiSeq 2000,PAIRED,VIRAL_RNA,Deformed wing virus,Apis mellifera,Illumina HiSeq 2000,,
PRJEB3411,SAMEA2073656,1,0,AMPLICON,School of Life Sciences,Illumina HiSeq 2000,PAIRED,VIRAL_RNA,Deformed wing virus,Apis mellifera,Illumina HiSeq 2000,,
PRJEB3411,SAMEA2073854,1,0,AMPLICON,School of Life Sciences,Illumina HiSeq 2000,PAIRED,VIRAL_RNA,Deformed wing virus,Apis mellifera,Illumina HiSeq 2000,,
PRJEB3411,SAMEA2073855,1,0,AMPLICON,School of Life Sciences,Illumina HiSeq 2000,PAIRED,VIRAL_RNA,Deformed wing virus,Apis mellifera,Illumina HiSeq 2000,,
PRJNA209464,SAMN02213592,1,4165,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2008
PRJNA209464,SAMN02213593,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2010
PRJNA209464,SAMN02213594,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2009
PRJNA209464,SAMN02213595,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2007
PRJNA209464,SAMN02213596,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2010
PRJNA209464,SAMN02213597,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2008
PRJNA209464,SAMN03092841,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2011
PRJNA209464,SAMN03092842,1,0,WGS,University of Ottawa,Illumina HiSeq 2000,PAIRED,GENOMIC,Nosema ceranae,Apis mellifera,Illumina HiSeq 2000,Slovenia,2008
PRJNA222391,SAMN03107415,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107416,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107417,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107418,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107419,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107420,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107421,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107422,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107423,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107424,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107425,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107426,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107427,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107428,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107429,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107430,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107431,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107432,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107433,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107434,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107435,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107436,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107437,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107438,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107439,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107440,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107441,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107442,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107443,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107444,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107445,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107446,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107447,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107448,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107449,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107450,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107451,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107452,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107453,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107454,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107455,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107456,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107457,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107458,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107459,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107460,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107461,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107462,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107463,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107464,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107465,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107466,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107467,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107468,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107469,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107470,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107471,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107472,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107473,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA222391,SAMN03107474,1,0,AMPLICON,University of Illinois at Urbana-Champaign,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Urbana, IL",2011
PRJNA224116,SAMD00113019,1,4,WGS,NCBI,PacBio RS II,SINGLE,GENOMIC,Melissococcus plutonius,Apis mellifera,PacBio RS II,Japan,
PRJNA224116,SAMD00113020,1,6,WGS,NCBI,PacBio RS II,SINGLE,GENOMIC,Melissococcus plutonius,Apis mellifera,PacBio RS II,Japan,
PRJNA224116,SAMN02767920,1,112,WGS,NCBI,Illumina Genome Analyzer II,PAIRED,GENOMIC,Lactobacillus kunkeei EFB6,Apis mellifera,Illumina Genome Analyzer II,Germany: Bavaria,1/10/2012
PRJNA224116,SAMN03269133,3,38,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Bifidobacterium asteroides,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03269159,3,25,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Bifidobacterium asteroides,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03271958,3,28,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Bifidobacterium coryneforme,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03271965,3,53,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Lactobacillus kullabergensis,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03271966,3,33,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Lactobacillus mellis,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03271968,3,32,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Bifidobacterium asteroides,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03275710,3,53,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Lactobacillus apinorum,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03275711,3,73,WGS,NCBI,"Illumina MiSeq,454 GS FLX Titanium","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis mellifera,"Illumina MiSeq,454 GS FLX Titanium",Sweden: Jonstorp,2008
PRJNA224116,SAMN03275713,2,50,WGS,NCBI,"Illumina MiSeq,Illumina HiSeq 2000","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis andreniformis,"Illumina MiSeq,Illumina HiSeq 2000",Malaysia: Borneo,2012
PRJNA224116,SAMN03275714,2,18,WGS,NCBI,"Illumina MiSeq,Illumina HiSeq 2000","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis cerana,"Illumina MiSeq,Illumina HiSeq 2000",Malaysia: Borneo,2012
PRJNA224116,SAMN03275715,2,30,WGS,NCBI,"Illumina MiSeq,Illumina HiSeq 2000","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis florea,"Illumina MiSeq,Illumina HiSeq 2000",Thailand,2012
PRJNA224116,SAMN03275716,2,16,WGS,NCBI,"Illumina MiSeq,Illumina HiSeq 2000","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis koschevnikovi,"Illumina MiSeq,Illumina HiSeq 2000",Malaysia: Borneo,2012
PRJNA224116,SAMN03275717,2,96,WGS,NCBI,"Illumina MiSeq,Illumina HiSeq 2000","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis laboriosa,"Illumina MiSeq,Illumina HiSeq 2000",Nepal,2012
PRJNA224116,SAMN03275718,2,18,WGS,NCBI,"Illumina MiSeq,Illumina HiSeq 2000","SINGLE, PAIRED",GENOMIC,Lactobacillus kunkeei,Apis nigrocincta,"Illumina MiSeq,Illumina HiSeq 2000",Indonesia,2012
