BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Host,Organism,Collection date,Geo. loc. name,Library source(s),Library layout(s),Assay type(s),Instrument(s),Center name,BioSample package acc.
PRJDB9195,SAMD00206646,1,0,Apis cerana,Varroa jacobsoni,2008-05,"Papua New Guinea:Goroka, Eastern Highlands Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206647,1,0,Apis cerana,Varroa jacobsoni,2008-06,Papua New Guinea:Daru,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206648,1,0,Apis cerana,Varroa jacobsoni,2015-11,Papua New Guinea:Asaro,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206649,1,0,Apis mellifera,Varroa jacobsoni,2008-06,"Papua New Guinea:Wabag, Enga Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206650,1,0,Apis mellifera,Varroa jacobsoni,2008-05,"Papua New Guinea:Goroka, Eastern Highlands Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206651,1,0,Apis mellifera,Varroa jacobsoni,2008-05,"Papua New Guinea:Benabena, Eastern Highlands Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206652,1,0,Apis mellifera,Varroa jacobsoni,2008-05,"Papua New Guinea:Henganofi Border, Eastern Highlands Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206653,1,0,Apis mellifera,Varroa jacobsoni,2014-05,"Papua New Guinea:Amayufa, Eastern Highlands Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206654,1,0,Apis mellifera,Varroa jacobsoni,2014-05,"Papua New Guinea:Benabena, Eastern Highlands Province",GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206655,1,0,Apis mellifera,Varroa jacobsoni,2014-06,Papua New Guinea:Windy Lodge,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206656,1,0,Apis mellifera,Varroa jacobsoni,2014-06,Papua New Guinea:Donakanage,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00206657,1,0,Apis mellifera,Varroa jacobsoni,2014-06,Papua New Guinea:Minj,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207118,1,0,Apis mellifera,Varroa destructor,2018-02,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207119,1,0,Apis mellifera,Varroa destructor,2018-02,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207120,1,0,Apis mellifera,Varroa destructor,2018-02,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207121,1,0,Apis mellifera,Varroa destructor,2018-02,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207122,1,0,Apis mellifera,Varroa destructor,2018-02,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207123,1,0,Apis mellifera,Varroa destructor,2018-02,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207124,1,0,Apis mellifera,Varroa destructor,2018-05,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207125,1,0,Apis mellifera,Varroa destructor,2018-05,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207126,1,0,Apis mellifera,Varroa destructor,2018-05,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207127,1,0,Apis mellifera,Varroa destructor,2018-05,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207128,1,0,Apis mellifera,Varroa destructor,2018-05,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00207129,1,0,Apis mellifera,Varroa destructor,2018-05,Japan:Okinawa,GENOMIC,PAIRED,WGS,Illumina HiSeq 4000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00318457,1,0,Apis nigrocincta,Varroa jacobsoni,6/24/1996,Indonesia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00318458,1,0,Apis nigrocincta,Varroa jacobsoni,6/24/1996,Indonesia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00318459,1,0,Apis nigrocincta,Varroa jacobsoni,6/24/1996,Indonesia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321186,1,0,Apis cerana,Varroa jacobsoni,3/2/2002,India,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321187,1,0,Apis cerana,Varroa jacobsoni,3/2/2002,"USA:New Hampshire,Durham",GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321304,1,0,Apis cerana,Varroa destructor,9/30/1994,Japan,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321306,1,0,Apis cerana,Varroa destructor,9/30/1994,Japan,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321308,1,0,Apis mellifera,Varroa destructor,10/22/1996,Japan,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321310,1,0,Apis mellifera,Varroa destructor,10/20/1996,South Korea:Jungup,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321320,1,0,Apis cerana,Varroa destructor,11/3/2003,Myanmar,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321322,1,0,Apis mellifera,Varroa destructor,11/10/2003,Myanmar,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321324,1,0,Apis mellifera,Varroa destructor,11/10/2003,Myanmar,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321326,1,0,Apis cerana,Varroa destructor,2000,Nepal,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321613,1,0,Apis mellifera,Varroa jacobsoni,8/24/1994,Thailand,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321616,1,0,Apis cerana,Varroa jacobsoni,2/1/2003,Thailand:Chiang Mai University,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321619,1,0,Apis mellifera,Varroa destructor,1996,Viet Nam:Nho Quan,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321624,1,0,Apis mellifera,Varroa destructor,11/9/1998,Viet Nam:Hoc Chau,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321625,1,0,Apis mellifera,Varroa destructor,1998,Viet Nam:Hoc Chau,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321626,1,0,Apis mellifera,Varroa destructor,1998,Viet Nam:Hoc Chau,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJDB9195,SAMD00321635,1,0,Apis cerana,Varroa jacobsoni,8/8/2004,"Viet Nam:Giong Trom Town, Ben Tre",GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Ecology and Evolution Lab, Mikheyev Unit, Okinawa Institute of Science and Technology",MIGS.eu.host-associated.5.0
PRJEB3411,SAMEA2073458,1,0,Apis mellifera,Deformed wing virus,,,VIRAL_RNA,PAIRED,AMPLICON,Illumina HiSeq 2000,School of Life Sciences,Generic.1.0
PRJEB3411,SAMEA2073654,1,0,Apis mellifera,Deformed wing virus,,,VIRAL_RNA,PAIRED,AMPLICON,Illumina HiSeq 2000,School of Life Sciences,Generic.1.0
PRJEB3411,SAMEA2073655,1,0,Apis mellifera,Deformed wing virus,,,VIRAL_RNA,PAIRED,AMPLICON,Illumina HiSeq 2000,School of Life Sciences,Generic.1.0
PRJEB3411,SAMEA2073656,1,0,Apis mellifera,Deformed wing virus,,,VIRAL_RNA,PAIRED,AMPLICON,Illumina HiSeq 2000,School of Life Sciences,Generic.1.0
PRJEB3411,SAMEA2073854,1,0,Apis mellifera,Deformed wing virus,,,VIRAL_RNA,PAIRED,AMPLICON,Illumina HiSeq 2000,School of Life Sciences,Generic.1.0
PRJEB3411,SAMEA2073855,1,0,Apis mellifera,Deformed wing virus,,,VIRAL_RNA,PAIRED,AMPLICON,Illumina HiSeq 2000,School of Life Sciences,Generic.1.0
PRJNA209464,SAMN02213592,1,4165,Apis mellifera,Nosema ceranae,2008,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN02213593,1,0,Apis mellifera,Nosema ceranae,2010,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN02213594,1,0,Apis mellifera,Nosema ceranae,2009,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN02213595,1,0,Apis mellifera,Nosema ceranae,2007,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN02213596,1,0,Apis mellifera,Nosema ceranae,2010,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN02213597,1,0,Apis mellifera,Nosema ceranae,2008,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN03092841,1,0,Apis mellifera,Nosema ceranae,2011,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA209464,SAMN03092842,1,0,Apis mellifera,Nosema ceranae,2008,Slovenia,GENOMIC,PAIRED,WGS,Illumina HiSeq 2000,University of Ottawa,MIGS.eu.host-associated.5.0
PRJNA222391,SAMN03107415,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107416,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107417,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107418,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107419,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107420,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107421,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107422,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107423,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107424,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107425,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107426,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107427,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107428,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107429,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107430,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107431,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107432,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107433,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107434,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107435,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107436,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107437,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107438,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107439,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107440,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107441,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107442,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107443,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107444,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107445,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107446,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107447,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107448,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107449,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107450,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107451,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107452,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
PRJNA222391,SAMN03107453,1,0,Apis mellifera,insect gut metagenome,2011,"USA: Urbana, IL",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,University of Illinois at Urbana-Champaign,MIMARKS.survey.host-associated.5.0
